GP,GS,#,Name,Class,Position,Height,Hometown,High School,team,teamID
33,32,24,Skylar Vann,Sr.,G,6-0,"Edmond, OK",Deer Creek,Oklahoma,560999
33,0,5,Kiersten Johnson,So.,F,6-4,"Duncanville, TX",Duncanville,Oklahoma,560999
0,0,34,Liz Scott,Sr.,F,6-2,"Houston, TX",Klein Oak,Oklahoma,560999
0,0,13,Jordan Moser,Sr.,F,6-1,"Norman, OK",Loyola Academy,Oklahoma,560999
33,0,4,Kennady Tucker,Sr.,G,5-10,"Little Rock, AR",North Little Rock,Oklahoma,560999
33,33,15,Lexy Keys,Sr.,G,5-7,"Tahlequah, OK",Tahlequah Sequoyah,Oklahoma,560999
33,33,32,Sahara Williams,Fr.,F,6-0,"Waterloo, IA",Waterloo West,Oklahoma,560999
32,32,12,Payton Verhulst,Jr.,G,6-1,"De Soto, KS",Bishop Miege,Oklahoma,560999
25,0,25,Landry Allen,Fr.,C,6-3,"Tuttle, OK",Tuttle,Oklahoma,560999
28,0,24,Mikayla Brown,So.,C,6-1,"Dallas, TX",Lincoln,Old Dominion,561001
32,32,55,Brenda Fontana,Jr.,F,6-1,"Moreno, Argentina",Club Atletico Velez Sarsfield,Old Dominion,561001
32,31,4,Jordan McLaughlin,Sr.,G,5-7,"Charlotte, NC",Phillip O. Berry,Old Dominion,561001
32,0,0,Joy Campbell,Sr.,G,5-6,"Fontana, CA",Etiwanda,Old Dominion,561001
32,32,11,Kaye Clark,Sr.,G,5-7,"Milwaukee, WI",Rufus King,Old Dominion,561001
31,0,14,Nnenna Orji,Sr.,C,6-2,"Rancho Cucamonga, CA",Etiwanda HS,Old Dominion,561001
32,4,12,Mimi McCollister,Jr.,G,5-6,"Athens, TX",Athens,Old Dominion,561001
29,29,25,En'Dya Buford,Sr.,G,5-7,"Memphis, TN",Olive Branch High School,Old Dominion,561001
32,32,3,Simone Cunningham,Jr.,G,5-10,"Pleasant Grove, AL",Pleasant Grove,Old Dominion,561001
29,0,53,Lanetta Williams,Sr.,F,6-3,"Arlington, TN",Arlington High School,Old Dominion,561001
15,0,20,Ivi Nikolova,Jr.,F,6-1,"Samokov, Bulgaria",Konstantin Fotinov School,Old Dominion,561001
13,0,1,La'Dajah Huguley,Jr.,G,5-4,"Opelika, AL",Opelika HS,Old Dominion,561001
22,0,23,Jenny Nkem Womsi,Jr.,F,6-1,"Libreville, Gabon",Vilac International School,Old Dominion,561001
32,0,5,Halima Salat,Jr.,G,5-5,"Amarillo, TX",Palo Duro,Old Dominion,561001
0,0,2,De'Shawnti Thomas,Jr.,F,5-10,"Tulsa, OK",Sapulpa,Old Dominion,561001
32,32,22,Ruthie Udoumoh,Sr.,F,6-1,"Broken Arrow, OK",Victory Christian HS,Oral Roberts,561003
32,0,3,Gentry Baldwin,Fr.,G,5-5,"Bixby, OK",Bixby HS,Oral Roberts,561003
32,32,23,Emily Robinson,Fr.,F,5-10,"Bokchito, OK",Caddo HS,Oral Roberts,561003
32,30,20,Meghan Weinrich,Jr.,G,5-10,"Willows, CA",Willows HS,Oral Roberts,561003
14,0,15,Ashlyn Sage,Jr.,G,6-2,"Weatherford, OK",Weatherford HS,Oral Roberts,561003
7,0,33,Tara Biocanin,Fr.,G,6-3,"Kruševac, Serbia",Sava Tekelija,Oral Roberts,561003
18,0,30,Sara Rodrigues,Sr.,G,6-3,"Sao Paulo, Brazil",Colgio Integrado de Guarulhos,Oral Roberts,561003
32,32,2,Hannah Cooper,Sr.,G,5-7,"El Paso, TX",Andress HS,Oral Roberts,561003
3,0,5,Sephora Kayolo,Jr.,G,6-1,"Kinshasa, DR Congo",Grayson College,Oral Roberts,561003
32,2,11,Jalei Oglesby,Jr.,G,5-8,"Howe, OK",Howe HS,Oral Roberts,561003
8,0,1,Annyka Hellendrung,Fr.,G,5-9,"Waukesha, WI",Waukesha West HS,Oral Roberts,561003
32,32,10,Taleyah Jones,So.,G,5-10,"Broken Arrow, OK",Broken Arrow HS,Oral Roberts,561003
13,0,34,Makyra Tramble,Sr.,F,5-10,"Shawnee, OK",Shawnee HS,Oral Roberts,561003
11,1,31,Martha Pietsch,So.,G,5-5,"Berlin, Germany",,Oregon St.,561005
34,1,2,Lily Hansford,So.,G,6-2,"Green Bay, WI",Appleton East,Oregon St.,561005
31,31,15,Raegan Beers,So.,F,6-4,"Littleton, CO",Valor Christian,Oregon St.,561005
26,0,24,Adlee Blacklock,So.,G,6-0,"Lubbock, TX",Lubbock Cooper,Oregon St.,561005
35,9,30,Timea Gardiner,So.,F,6-3,"Ogden, UT",Fremont,Oregon St.,561005
35,35,22,Talia von Oelhoffen,Jr.,G,5-11,"Tri Cities, WA",Ciawana HS,Oregon St.,561005
35,35,11,AJ Marotte,Jr.,G,6-1,"Cedar Park, TX",,Oregon St.,561005
20,3,32,Sela Heide,Sr.,C,6-7,"North Bend, WA",Mount Si High School,Oregon St.,561005
35,26,53,Kelsey Rees,So.,F,6-5,"Glenelg, Australia",,Oregon St.,561005
35,34,4,Donovyn Hunter,Fr.,G,6-0,"Medford, OR",South Medford HS,Oregon St.,561005
35,0,3,Dominika Paurova,Fr.,G,6-1,"Mladá Boleslav, Czechia",,Oregon St.,561005
33,0,1,Kennedie Shuler,Fr.,G,5-10,"Gresham, OR",Barlow HS,Oregon St.,561005
0,0,10,Susana Yepes,Jr.,F,6-0,"Medellín, Colombia",,Oregon St.,561005
31,31,2,Chance Gray,So.,G,5-9,"Cincinnati, OH",Winton Woods,Oregon,561007
31,31,40,Grace VanSlooten,So.,F,6-3,"Toledo, OH",IMG Academy (Fla.),Oregon,561007
29,0,11,Sammie Wagner,Fr.,G,6-1,"San Antonio, TX",Ronald Reagan HS,Oregon,561007
31,24,1,Kennedy Basham,So.,F,6-7,"Phoenix, AZ",PHH Prep,Oregon,561007
32,32,15,Phillipina Kyei,Jr.,C,6-8,"Calgary, Canada",Crestwood Prep,Oregon,561007
29,8,0,Ula Chamberlin,Sr.,G,5-8,"Medford, OR",South Medford,Oregon,561007
21,21,3,Sofia Bell,Fr.,G,6-1,"Portland, OR",Jesuit,Oregon,561007
32,1,23,Sarah Rambus,Fr.,F,6-3,"Flint, MI",IMG Academy,Oregon,561007
20,4,4,Priscilla Williams,So.,G,6-2,"Houston, TX",Branson (Mo.),Oregon,561007
1,1,10,Peyton Scott,Sr.,G,5-8,"Lynchburg, OH",Lynchburg-Clay,Oregon,561007
29,7,12,Kennedi Williams,Sr.,G,5-7,"Douglasville, GA",Greater Atlanta Christian School,Oregon,561007
15,0,13,Filippa Tilliander,Fr.,F,6-1,"Malmo, Sweden",Noorkoping Dolphins,Oregon,561007
17,0,21,Bella Hamel,Jr.,G,5-9,"Hillsboro, OR",Liberty,Oregon,561007
30,27,1,Kadie Deaton,Sr.,G,5-11,"Wausau, WI",Wausau West,Pacific,561009
28,13,10,Sydney Ward,So.,G,6-0,"Houston, TX",The Village,Pacific,561009
34,34,3,Anaya James,Jr.,G,5-9,"Inglewood, CA",West High School,Pacific,561009
32,32,11,Cecilia Holmberg,Sr.,F,6-2,"Bjaerred, Sweden",BG Lulea,Pacific,561009
31,4,4,Rosie Schweizer,Sr.,F,6-1,"Canberra, Australia",Caberra Girls Grammar School,Pacific,561009
28,28,24,Liz Smith,Sr.,G,5-9,"Dallas, TX",IMG Academy,Pacific,561009
33,30,14,Elizabeth Elliott,Jr.,C,6-1,"Inglewood, CA",St. Mary's Academy,Pacific,561009
0,0,2,Josephine Millard,Sr.,G,6-2,"Nancy, France",Academie De Nancy - Metz,Pacific,561009
4,0,22,Jamie Kent,Fr.,F,6-0,"Dublin, CA",Carondolet,Pacific,561009
23,0,23,Kenlee Durrill,Fr.,G,5-10,"Denver, CO",Flat Irons,Pacific,561009
32,0,25,Lauren Glazier,So.,F,6-4,"North Bend, WA",Mount Si HS,Pacific,561009
30,0,15,Nyah Lowery,Fr.,G,5-11,"Sacramento, CA",St. Mary's,Pacific,561009
29,2,33,Madelene Ennis,Sr.,F,5-11,"Burlingame, CA",Saint Ignatius College Prep,Pacific,561009
0,0,0,Endigo Parker,Jr.,C,6-4,"Fullerton, CA",Troy,Pacific,561009
0,0,5,Stella Szabo,Fr.,G,5-11,"Stockholm, Sweden",Luleaa Gymnasieskola,Pacific,561009
26,18,0,Tierra Trotter,Jr.,G,5-4,"Bryant, AR",Bryant High School,UTRGV,561011
21,16,2,Iyana Dorsey,Jr.,G,5-6,"Saginaw, TX",Birdville HS,UTRGV,561011
0,0,25,Mariam Traore,Jr.,G,6-0,,,UTRGV,561011
3,3,23,Deborah Ogayemi,Jr.,F,5-11,"Waterford, Ireland",,UTRGV,561011
14,8,20,Mele Kailahi,Sr.,G,5-9,"East Palo Alto, CA",Timber Creek,UTRGV,561011
29,27,1,Charlotte O'Keefe,So.,F,6-3,"Overland Park, KS",Saint Thomas Aquinas,UTRGV,561011
21,9,3,Zariah Sango,Sr.,F,6-4,"Tulsa, OK",Jenks High School,UTRGV,561011
1,0,5,Aaliyah McMillan,So.,G,5-8,"San Antonio, TX",Byron P. Steele HS,UTRGV,561011
25,21,21,Arianna Sturdivant,Jr.,G,5-8,"Richmond, TX",George Bush High School,UTRGV,561011
29,29,12,Kade Hackerott,Jr.,G,5-11,"Goddard, KS",Goddard,UTRGV,561011
0,0,15,Nyajah Mitchels,Sr.,F,6-4,"Jacksonville, NC",Jacksonville HS,UTRGV,561011
19,9,11,Jayda Holiman,Fr.,G,5-7,"Mcalester, OK",McAlester,UTRGV,561011
16,0,33,Taylor Meyners,Fr.,G,5-7,"Georgetown, TX",Georgetown,UTRGV,561011
21,3,4,Ja'Shelle Johnson,Fr.,G,5-4,"San Antonio, TX",Johnson,UTRGV,561011
29,2,10,Ashton McCorry,Sr.,F,6-1,"Wichita, KS",Bishop Carroll,UTRGV,561011
24,0,22,Faith Phillips,Jr.,F,5-11,"San Marcos, TX",San Marcos,UTRGV,561011
35,30,4,Shay Ciezki,So.,G,5-7,"Lancaster, NY",St. Mary's,Penn St.,561013
35,34,5,Leilani Kapinus,Jr.,G,5-10,"Madison, WI",James Madison Memorial High School,Penn St.,561013
35,35,1,Ali Brigham,Sr.,C,6-4,"Franklin, MA",Franklin High School,Penn St.,561013
25,0,22,Alli Campbell,Jr.,G,6-0,"Altoona, PA",Bellwood-Antis High School,Penn St.,561013
31,0,7,Grace Hall,Fr.,F,6-1,"Homewood, IL",Homewood-Flossmoor,Penn St.,561013
21,15,2,Taylor Valladay,Sr.,G,5-7,"Chicago, IL",Rich South,Penn St.,561013
35,0,3,Moriah Murray,Fr.,G,5-8,"Dunmore, PA",Dunmore,Penn St.,561013
31,27,20,Makenna Marisa,Sr.,G,5-11,"McMurray, PA",Peters Township,Penn St.,561013
20,18,0,Ashley Owusu,Sr.,G,6-0,"Woodbridge, VA",Paul VI,Penn St.,561013
35,16,10,Chanaya Pinto,Sr.,F,6-1,"Maputo, Mozambique",Escola Secundaria de Carcavelos,Penn St.,561013
35,0,12,Jayla Oden,Jr.,G,5-9,"Baltimore, MD",McDonogh,Penn St.,561013
28,0,14,Kylie Lavelle,So.,F,6-2,"Moosic, PA",Riverside,Penn St.,561013
25,0,4,Saniah Caldwell,So.,G,5-9,"Jacksonville, FL",Saddle River Day School,Penn,561015
24,14,11,Simone Sawyer,So.,G,5-11,"Lincolnshire, IL",Stevenson,Penn,561015
1,0,30,Ella Ray,So.,C,6-3,"El Dorado Hills, CA",Oak Ridge,Penn,561015
22,9,14,Floor Toonders,Sr.,F,6-4,"Wageningen, Netherlands",Calandlyceum Amsterdam,Penn,561015
18,1,12,Michaela Stanfield,Sr.,G,6-0,"Needham, MA",The Winsor School,Penn,561015
8,0,15,Georgia Heine,So.,G,6-0,"Spring Lake, NJ",Manasquan,Penn,561015
19,0,2,Marianna Papazoglou,Jr.,G,5-10,"Wildwood, NJ",Wildwood Catholic Academy,Penn,561015
28,27,5,Stina Almqvist,Jr.,G,6-0,"Kinna, Sweden",Marks Gymnasium,Penn,561015
28,28,32,Lizzy Groetsch,Jr.,G,5-11,"Sewickley, PA",North Allegheny,Penn,561015
15,0,3,Iyanna Rogers,Jr.,F,6-1,"Richmond, VA",Highland Springs,Penn,561015
28,28,22,Mataya Gayle,Fr.,G,5-7,"Woodstock, GA",River Ridge,Penn,561015
27,5,23,Ese Ogbevire,Fr.,G,5-7,"Katy, TX",Fulshear,Penn,561015
20,0,20,Abby Sharpe,Fr.,G,6-0,"Lafayette Hill, PA",Plymouth Whitemarsh,Penn,561015
0,0,10,Tina Njike,Fr.,C,6-2,"Salt Lake City, UT",Skyline,Penn,561015
0,0,34,Tobi Ademuwagun,Fr.,F,5-11,"Houston, TX",Jordan,Penn,561015
7,0,24,Helena Lasic,So.,F,6-4,"Brampton, Canada",Westtown School (Pa.),Penn,561015
28,28,0,Jordan Obi,Sr.,F,6-1,"Cupertino, CA",Choate Rosemary Hall,Penn,561015
26,0,33,Kyrah Brodie,So.,C,6-3,"Columbia, MO",Rock Bridge HS,Pepperdine,561017
19,2,1,Hailey Johnson,So.,G,5-9,"Coto De Caza, CA",JSerra Catholic HS,Pepperdine,561017
27,15,11,Helena Friend,Jr.,G,6-0,"Huntington Beach, CA",Blair Academy,Pepperdine,561017
30,30,10,Jane Nwaba,Sr.,F,5-10,"Carson, CA",Palisades Charter HS,Pepperdine,561017
28,4,13,Emerita Mashaire,So.,F,6-0,"Helsinki, Finland",HBA Marsky,Pepperdine,561017
30,27,0,Addi Melone,Jr.,G,5-3,"Las Vegas, NV",Centennial HS,Pepperdine,561017
20,0,12,Holly Griffiths,Fr.,F,6-4,"Melbourne, Australia",Our Lady of Mercy College,Pepperdine,561017
30,23,32,Maggie Vick,Jr.,F,6-2,"Morristown, TN",Lakeway Christian HS,Pepperdine,561017
0,0,35,Alexis Griggsby,Sr.,G,5-9,"Northridge, CA",Sierra Canyon,Pepperdine,561017
11,9,15,Myra Gordon,Sr.,G,6-0,"Fort Worth, TX",L.D. Bell HS,Pepperdine,561017
12,2,5,Mi'Cole Cayton,Sr.,G,5-9,"Stockton, CA",St. Mary's,Pepperdine,561017
29,20,31,Megan Harkey,Sr.,F,6-6,"Summerfield, NC",Northwest Guilford HS,Pepperdine,561017
29,14,24,Jorynn Ross,Fr.,F,6-3,"Milwaukee, WI",Summer Creek HS,Pepperdine,561017
27,4,3,Ella Brubaker,Jr.,G,6-0,"University Place, WA",Curtis HS,Pepperdine,561017
29,11,14,Jala Jordan,Sr.,F,6-2,"Philadelphia, PA",IMG Academy,Pittsburgh,561019
32,19,1,Aaryn Battle,Fr.,G,5-10,"Cherry Hill, NJ",Camden Catholic,Pittsburgh,561019
24,8,3,Jasmine Timmerson,Fr.,G,5-7,"Wexford, PA",North Allegheny,Pittsburgh,561019
8,0,55,Raeven Boswell,So.,G,5-11,"Austin, TX",Lake Travis,Pittsburgh,561019
0,0,18,Ioanna Chatzileonti,Sr.,F,6-4,"Athens, Greece",1st High School of Voula,Pittsburgh,561019
32,15,15,Favor Ayodele,Jr.,F,6-1,"Móstoles, Spain",IES Manuela Malasaña,Pittsburgh,561019
15,1,13,Lauren Rust,Fr.,F,6-0,"Victoria, Canada",The Webb School,Pittsburgh,561019
31,6,10,Bella Perkins,Jr.,G,5-9,"Fairfax, VA",Paul VI Catholic HS,Pittsburgh,561019
31,30,11,Marley Washenitz,So.,G,5-7,"Fairmont, WV",Fairmont,Pittsburgh,561019
26,7,0,Gabby Hutcherson,Sr.,F,6-2,"Westerville, OH",Westerville South,Pittsburgh,561019
32,31,20,Aislin Malcolm,So.,G,5-9,"Carnegie, PA",Chartiers Valley,Pittsburgh,561019
32,32,2,Liatu King,Sr.,F,6-0,"Washington, DC",Bishop McNamara,Pittsburgh,561019
8,0,3,Brooklyn Strandy,So.,G,6-0,"Albany, OR",West Albany HS,Portland St.,561021
29,0,20,Paige Winter,Jr.,F,6-0,"Rochester, WA",Rochester HS,Portland St.,561021
4,0,13,Alani Encinas,So.,G,5-7,"Sierra Vista, AZ",Buena HS,Portland St.,561021
28,3,0,Sofia Llanos,Jr.,G,5-10,"Tarragona, Spain",Colegio Vedruna Sagrado Corazón,Portland St.,561021
24,24,1,Alaya Fitzgerald,Jr.,F,5-11,"Gilbert, AZ",Mesquite HS,Portland St.,561021
29,29,22,Rhema Ogele,Jr.,C,6-3,"Chicago, IL",Saint Ignatius College Prep,Portland St.,561021
31,31,2,Mia 'Uhila,Jr.,G,5-8,"Anchorage, AK",Bartlett HS,Portland St.,561021
31,31,12,Esmeralda Morales,Jr.,G,5-5,"Spanaway, WA",Bethel HS,Portland St.,561021
0,0,23,Chimera Iloanya,So.,F,6-0,"Tampa, FL",Seffner Christian Academy,Portland St.,561021
29,1,8,Joy Haltom,Fr.,F,5-11,"Kirkland, WA",Juanita HS,Portland St.,561021
29,27,15,Lana Wenger,Jr.,F,6-4,"Hersberg, Switzerland",Monte Vista HS,Portland St.,561021
4,0,4,Ella Kaleta,Fr.,G,5-10,"Bothell, WA",Bothell HS,Portland St.,561021
31,0,11,Laynee Torres-Kahapea,Fr.,G,5-6,"Kaneohe, HI",Punahou School,Portland St.,561021
10,9,5,Cinco McCartney,Sr.,G,5-11,"Bronx, NY",Holy Cross / The Ogburn School,Portland St.,561021
16,0,30,Alma Rashelbach,Fr.,F,6-0,"Tel Mond, Israel",Hof Hasharon,Portland St.,561021
21,0,3,Florence Dallow,So.,F,6-0,"Auckland, New Zealand",Epsom Girls Grammar School,Portland,561023
0,0,4,Melika Samia,So.,G,5-9,"Tauranga, New Zealand",Mount Maunganui,Portland,561023
13,0,11,Emma Strelein,Jr.,G,5-11,"Perth, Australia",Kennedy Baptist College,Portland,561023
34,34,5,Emme Shearer,Sr.,G,6-0,"Auckland, New Zealand",Westlake Girls School,Portland,561023
34,33,1,McKelle Meek,Sr.,G,5-7,"Beaverton, OR",Southridge HS,Portland,561023
34,34,24,Maisie Burnham,Sr.,G,5-11,"Spangle, WA",Liberty HS,Portland,561023
3,0,21,Anna Eddy,So.,G,5-9,"Portland, OR",,Portland,561023
30,0,20,Lainey Spear,Fr.,F,6-2,"Portland, OR",Beaverton HS,Portland,561023
0,0,32,Piath Gabriel,Jr.,F,6-5,"Manchester, NH",Bradford Christian Academy,Portland,561023
33,33,30,Lucy Cochrane,Sr.,F,6-6,"Melbourne, Australia",Catholic Ladies College,Portland,561023
33,0,10,Natalie Fraley,So.,G,6-0,"Kelso, WA",Kelso,Portland,561023
27,2,25,Kianna Hamilton-Fisher,Jr.,G,6-0,"Woodland Hills, CA",,Portland,561023
34,34,12,Kennedy Dickie,Jr.,F,6-0,"Kelowna, Canada",Kelowna Secondary,Portland,561023
34,0,2,Dyani Ananiev,Fr.,F,6-1,"St. Andrews, Australia",Wyndham,Portland,561023
34,0,22,Rhyan Mogel,Fr.,G,5-10,"Happy Valley, OR",Clackamas HS,Portland,561023
9,8,1,Nyam Thornton,Jr.,G,5-7,"Columbus, OH",Penn State,Prairie View,561025
29,7,2,Jayda Bowen,So.,G,5-7,"Crete, IL",Crete-Monee HS,Prairie View,561025
22,0,12,Kayla Smith,So.,G,5-11,"Winter Haven, FL",Winter Haven HS,Prairie View,561025
1,0,30,Jaliyah Harper,Jr.,G,5-11,"Lancaster, TX",Lancaster HS,Prairie View,561025
28,25,31,Jessica Soders,Sr.,F,5-11,"Houston, TX",Westside,Prairie View,561025
27,5,3,Mikayla Hutchinson,Sr.,G,5-9,"Mansfield, TX",Mansfield Timberview HS,Prairie View,561025
26,13,21,Gerlyn Smith,Sr.,F,6-1,"Miramar, FL",Miramar,Prairie View,561025
29,26,10,Ryann Payne,Sr.,G,5-7,"Los Angeles, CA",LSU,Prairie View,561025
24,0,14,LaFaedria Green,Jr.,F,6-2,"Monroe, IA",Trinity Valley,Prairie View,561025
24,0,4,Maya Williams,So.,G,5-5,"Cooper City, FL",Illnois College,Prairie View,561025
28,12,0,Jada Roberson,Sr.,G,5-6,"Indianapolis, IN",Pike High School,Prairie View,561025
1,0,11,Jennifer Guibeaux,Sr.,F,5-9,"Kansas City, KS",Kansas CC,Prairie View,561025
29,21,44,Amauri Williams,So.,C,6-4,"Little Rock, AR",NLR High School,Prairie View,561025
13,0,7,Mia Monroe,Jr.,G,5-5,"Colorado City, TX",North American,Prairie View,561025
26,21,32,Desiree Lewis,Sr.,F,5-11,"Converse, TX",University of Tulsa,Prairie View,561025
24,7,20,Adreanna Waddle,Jr.,F,6-2,"Fort Worth, TX",Weatherford College,Prairie View,561025
14,0,11,Taylor Charles,So.,F,6-2,"Elgin, IL",Burlington Central,Princeton,561027
29,13,25,Chet Nweke,Sr.,G,6-0,"Woodbine, MD",Stone Ridge,Princeton,561027
30,10,22,Parker Hill,Jr.,F,6-4,"Bethesda, MD",Winston Churchill,Princeton,561027
19,0,44,Katie Thiers,Jr.,F,6-2,"Seattle, WA",Roosevelt,Princeton,561027
24,6,5,Paige Morton,Jr.,F,6-3,"Summit, NJ",Oak Knoll,Princeton,561027
30,30,0,Ellie Mitchell,Sr.,F,6-1,"Chevy Chase, MD",Georgetown Visitation Prep,Princeton,561027
30,30,23,Madison St. Rose,So.,G,5-10,"Old Bridge, NJ",St. John Vianney,Princeton,561027
30,30,20,Kaitlyn Chen,Sr.,G,5-9,"San Marino, CA",Flintridge Prep,Princeton,561027
17,0,32,Amelia Osgood,Jr.,G,5-9,"Brentwood, TN",Brentwood,Princeton,561027
15,1,3,Tabitha Amanze,So.,F,6-4,"Ogun, Nigeria",Blair Academy,Princeton,561027
0,0,1,Adaora Nwokeji,Jr.,G,5-8,"Houston, TX",Summer Creek,Princeton,561027
9,0,2,Olivia Hutcherson,Fr.,G,5-11,"Johns Creek, GA",Holy Innocents Episcopal,Princeton,561027
12,0,21,Margo Mattes,Fr.,G,5-10,"Brookline, MA",Brookline,Princeton,561027
25,0,24,Mari Bickley,Fr.,G,5-10,"Akron, OH",Laurel School,Princeton,561027
30,30,10,Skye Belker,Fr.,G,5-9,"Los Angeles, CA",Windward,Princeton,561027
30,0,13,Ashley Chea,Fr.,G,5-8,"Montebello, CA",Flintridge Prep,Princeton,561027
15,0,15,Fadima Tall,Fr.,G,6-0,"Silver Spring, MD",Georgetown Visitation Prep,Princeton,561027
2,0,30,Kammie Ludwig,So.,G,5-10,"Geneseo, IL",Geneseo,Providence,561030
23,22,2,Grace Efosa,Sr.,G,5-11,"Lawrence, MA",Whittier Tech,Providence,561030
34,29,33,Emily Archibald,Jr.,F,6-0,"Kennebunk, ME",Kennebunk,Providence,561030
1,0,24,Audrey Koch,Jr.,G,5-10,"Iowa City, IA",Iowa City West,Providence,561030
34,33,22,Brynn Farrell,Sr.,G,6-0,"Ortley Beach, NJ",St. Rose,Providence,561030
32,31,31,Olivia Olsen,Jr.,F,6-3,"Niskayuna, NY",Niskayuna,Providence,561030
32,4,11,Nariah Scott,Jr.,G,5-10,"Holden, MA",Tabor Academy,Providence,561030
6,6,1,Kylee Sheppard,Jr.,G,5-9,"Cincinnati, OH",Roger Bacon,Providence,561030
28,0,10,Ugne Sirtautaite,Fr.,F,6-1,"Kaunas, Republic of Lithuania",,Providence,561030
18,0,12,Bella McLaughlin,Fr.,G,5-6,"Hampden, ME",Hampden Academy,Providence,561030
31,6,32,Kendall Eddy,Fr.,G,5-7,"Haverhill, MA",Brooks School,Providence,561030
24,0,5,Sophi Hall,Fr.,G,6-1,"Carver, MN",Holy Family,Providence,561030
33,27,13,Marta Morales,Jr.,F,6-1,"Barcelona, Spain",Segle XXI,Providence,561030
33,3,23,Sarah Bandoma,Jr.,C,6-3,"Providence, RI",Johnston Senior High School,Providence,561030
15,9,99,Laryn Edwards,Sr.,G,5-6,"Allison Park, PA",Hampton,Providence,561030
0,0,3,Sahana Kanagasabay,Fr.,G,5-11,"Surrey, Canada",Fleetwood Park Secondary School,Providence,561030
28,28,34,Caitlyn Harper,Sr.,F,6-1,"Hartland, WI",Arrowhead HS,Purdue,561032
32,1,3,Jayla Smith,Jr.,G,6-0,"Indianapolis, IN",Lawrence North,Purdue,561032
31,31,33,Madison Layden,Sr.,G,6-1,"Kokomo, IN",Northwestern,Purdue,561032
30,3,2,Rashunda Jones,Fr.,G,5-8,"South Bend, IN",South Bend Washington,Purdue,561032
34,34,23,Abbey Ellis,Sr.,G,5-5,"Melbourne, Australia",Our Lady of Mercy,Purdue,561032
27,0,15,Mila Reynolds,So.,F,6-3,"Roseland, IN",South Bend Washington,Purdue,561032
22,0,11,McKenna Layden,Fr.,G,6-2,"Kokomo, IN",Northwestern,Purdue,561032
34,33,20,Mary Ashley Stevenson,Fr.,F,6-2,"New York City, NY",The Dalton School,Purdue,561032
34,34,10,Jeanae Terry,Sr.,G,5-11,"Detroit, MI",Wayne Memorial,Purdue,561032
20,0,21,Emily Monson,Fr.,G,6-1,"Murfreesboro, TN",Blackman,Purdue,561032
27,0,31,Sophie Swanson,Fr.,G,5-10,"Barrington, IL",Barrington Prep,Purdue,561032
0,0,1,Amiyah Reynolds,Fr.,G,6-0,"South Bend, NE",South Bend Washington,Purdue,561032
28,6,32,Alaina Harper,Fr.,F,6-3,"Hartland, WI",Arrowhead,Purdue,561032
13,0,33,Khadijah Tungo,So.,C,6-6,"Luanda, Angola",Complexo Escolar Privado Frei Joao Domingos,Quinnipiac,561034
21,17,12,Ella O'Donnell,So.,F,6-3,"Shankill, Ireland",Rathdown,Quinnipiac,561034
8,8,21,Jackie Grisdale,Jr.,G,5-9,"Poland, OH",Poland,Quinnipiac,561034
16,0,14,Jillian Casey,Sr.,G,5-10,"Horseheads, NY",Horseheads Central High,Quinnipiac,561034
0,0,0,Tiera White,Sr.,F,6-0,"Port Orange, FL",Father Lopez Catholic High,Quinnipiac,561034
24,0,32,Reiven Douglas,Jr.,G,5-7,"Raleigh, NC",Millbrook,Quinnipiac,561034
31,19,4,Grace LaBarge,Jr.,F,6-3,"Inverness, IL",William Fremd,Quinnipiac,561034
27,0,2,Kassidy Thompson,Fr.,G,5-10,"Mullica Hill, NJ",Camden Catholic,Quinnipiac,561034
31,31,23,Anna Foley,Fr.,C,6-3,"Andover, MA",Andover,Quinnipiac,561034
22,18,24,Ava Sollenne,Fr.,G,5-6,"Greenwich, CT",St. Luke's,Quinnipiac,561034
21,15,10,Maria Kealy,Fr.,G,5-9,"Donegal, Ireland",Loreto Letterkenny,Quinnipiac,561034
27,21,15,Karson Martin,Fr.,G,5-7,"Woodstock, GA",Woodstock,Quinnipiac,561034
31,23,5,Paige Girardi,Fr.,G,5-9,"Warwick, NY",Warwick Valley,Quinnipiac,561034
31,3,11,Bri Bowen,So.,G,5-10,"Chalfont, PA",Archbishop Wood Prep,Quinnipiac,561034
0,0,1,Emma Carman,Fr.,G,5-10,"Barnegat, NJ",Red Bank Catholic,Quinnipiac,561034
33,31,11,Ashlyn Traylor-Walker,So.,G,5-8,"Franklin, IN",Franklin Community High School,Radford,561037
30,26,5,Olivia Wagner,So.,G,5-7,"Crozet, VA",St. Annes-Belfield School,Radford,561037
21,1,3,Maci Rhoades,So.,G,5-11,"Beavercreek, OH",Beavercreek High School,Radford,561037
8,0,52,Emma Fox,So.,C,6-4,"Newton, NC",Newton-Conover High School,Radford,561037
33,12,4,Joi Williams,Fr.,G,5-7,"Ashburn, VA",Virginia Academy,Radford,561037
28,0,30,Bria Beverly,Jr.,G,5-11,"Dallastown, PA",Dallastown H.S.,Radford,561037
33,20,1,Pa'Shence Traylor-Walker,So.,G,5-8,"Martinsville, IN",,Radford,561037
8,0,12,Arshae Jackson,Fr.,G,5-10,"Buchanan, VA",James River High School,Radford,561037
33,11,33,Ellie Taylor,Sr.,G,5-10,"Bardstown, KY",Elizabethtown,Radford,561037
33,32,15,Terissa Lavoile-Brice,Fr.,F,6-0,"Saint-Laurent, Canada",Winston-Salem Christian,Radford,561037
